col_0	col_1	col_2	col_3	col_4	col_5	col_6	col_7	col_8	col_9	sum	cluster
0.6323181415582164	0.3459891409457108	-0.36113153293582695	-0.6131421132909699	1.4898247794444617	-0.6944199592778328	-1.1498044574775212	1.3434873551322182	-0.0058604482700256345	1.0324368201472671	7.668414748480053	1
-1.3434282959181914	0.16747731502818833	-1.0607876549155957	0.1158454044817911	0.13606635755032875	1.5981169088411833	0.4534730639527635	-0.7252818060108066	0.442048897781142	0.7566260848885845	6.799151789368574	2
1.6110313866325567	0.4335787769833328	0.6883136729001539	-1.6120460129989815	0.0693332727143956	0.054291526420630606	-0.5594170630585523	-1.153426977911841	-0.09457653314696447	0.5753192471171548	6.851334469884563	1
2.078768927907964	1.8739119005323284	0.5909478658031146	1.9696371502816103	-1.4030262167695535	0.7751952326467901	1.935811924009068	0.3079101060928812	0.8411809254827318	1.1347786980927972	12.91116894761884	2
-0.3547932951127893	0.40207612930546105	-1.144360591490428	-0.9291188288975633	-0.7567681894579492	0.2915736748032236	0.4365539276774668	-1.0860890807199104	0.4946527139666817	-0.584086080855526	6.480072512286997	2
-1.0186870443147895	-1.195237219945018	0.6461825004905836	-0.11851181615142113	0.07119501372253703	0.04255038043773069	1.7980525040116395	0.44054446644932055	-1.3772330288484025	0.3138247074259736	7.022018681797416	4
-1.1226609844865232	-1.1464781211260997	2.0275053779578265	-0.9405473775101384	0.6096149806429931	0.7411921395569833	0.8006322682037379	-2.5555572784520164	-0.21310732094453688	0.9705993783435684	11.127895227224425	2
0.5814495040841471	0.8769572681598281	0.4285024393974351	0.8505835634378918	-1.0863113319552091	-1.2622293279019754	-0.4791112904072168	-0.3897806134820912	1.3291829070320968	0.3419180219669621	7.6260262678248525	0
1.3077845819172345	1.1490434743014752	0.5384713235944321	0.1155273518560539	0.6619240811988041	-0.2757187501279061	-0.3976371822061563	-0.8290999511163937	-0.061985678048879236	1.2821782824627568	6.6193706568300925	1
0.3778366486542041	0.4226127206818476	-0.06173917425392085	-0.7283881542660048	-1.1246176853419765	0.4417704056720094	-1.0019841333283357	-0.4401088595261548	-0.40459966171329337	0.7617906649041789	5.765448108341927	2
0.3073444249351794	0.9849866868825016	0.78507288614714	-0.6711275196849086	1.085500570548495	0.9401019939252284	-1.3890036528345904	-1.2722668138270166	0.5713110166354682	0.33817895769559986	8.344894523116128	2
-0.4523061776345622	0.8136702676376613	-0.9148888795580854	-0.08086973022450263	1.1543950946957957	0.5529257111043413	-0.6907525070554491	-0.44395165123520064	0.3481993044222289	-1.0940726111538992	6.546031934721728	0
